InChIKey,SMILES,Cardiotoxicity-30_target
CVDJZICOCOGFGC-UHFFFAOYSA-N,CC1(C)Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)c2O1,0
PKOPGQYFQBKBPB-VXNVDRBHSA-N,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)nc3N12,0
YDAABCXERXOGDC-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2cnc(C(F)(F)F)cn2)CC1)C(F)(F)F,0
QHVUTNKVJKGQJO-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2cnc(C(F)(F)F)nc2)CC1)C(F)(F)F,0
ANYRGKDIMNZCCO-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)C(F)(F)F,0
RORLXLUBFWDMQI-HKBQPEDESA-N,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,0
GSNHKUDZZFZSJB-HLMSNRGBSA-O,Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)[NH+]2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0
BVCFAWDAKFKKOG-WKIKZPBSSA-N,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccc(F)cc3F)c3ccccc23)cc1,0
HBALBMFEZWSBHL-MYYYXRDXSA-N,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccccc3)c3ccccc23)cc1,0
HWADWMAQVCHLHJ-FCHUYYIVSA-N,COc1ccc(CC(=O)Nc2cc3c(cc2[N+](=O)[O-])OC(C)(C)[C@H](O)[C@H]3NC2CC2)cc1,0
OFYVIGTWSQPCLF-NEPJUHHUSA-O,Cc1ccc([C@]23C[NH2+]C[C@H]2C3)cc1,0
FRQAQFHWDSUWKR-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCN(C(C)=O)CC3)Oc3ccccc32)cc1,0
MSRUMHDSLFSWRT-UHFFFAOYSA-N,O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,0
FZLRGYMRPZHZOB-AAWLLVPVSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5c(F)cccc5F)C4)C[C@@H]3C(=O)O)c2c1,0
BWHTVWPCTVOLNL-UHFFFAOYSA-N,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,0
KHYPYQZQJSBPIX-UHFFFAOYSA-O,CC[NH+](CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,0
HMJIYCCIJYRONP-MRXNPFEDSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,0
WOGGPRMRZBMKOI-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cnc5c(c4)OCCO5)CC3)c2n1,0
ZEIWUNUWVFDQSR-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)C(=O)C1,0
CNUSBABIJFXEFH-UHFFFAOYSA-N,CN(C)CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,0
DNRRPNHABAPADP-UHFFFAOYSA-N,Cn1cnc(C(=O)N(Cc2cccc(Cl)c2)[C@H]2CC[C@H](N)CC2)c1,0
ZBMZVLHSJCTVON-GFCCVEGCSA-O,CC(C)[NH2+]C[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,0
IHNXTAHQOZPVBI-CQSZACIVSA-N,COc1ccc2c(=O)n(C[C@@H](O)CO)c(C#N)c(-c3ccccc3)c2c1,0
DXIKBSYTPKPXJG-UHFFFAOYSA-N,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(=O)O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,0
OPIKUXLJQFYMSC-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,0
SNPPWIUOZRMYNY-SECBINFHSA-O,C[C@@H]([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1,0
STJMRWALKKWQGH-SNVBAGLBSA-O,CC(C)(C)[NH2+]C[C@@H](O)c1cc(Cl)c(N)c(Cl)c1,0
XXVFVJMQSVMFRI-UHFFFAOYSA-N,O=C(O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,0
LORDFXWUHHSAQU-QFIPXVFZSA-O,CC[C@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C,0
HIXYDBSLZYKHEU-VOMCLLRMSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCC(F)(F)F)CC1,0
QEKANLQOSSFFGI-MXWKQRLJSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@@H](NCC(F)(F)F)C1,0
IKSRDHMMQOCRHN-PNESKVBLSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,0
VSKQOMHTMYZRLK-ZJUUUORDSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1,0
CAAWJPKOKADKRS-DNQXCXABSA-N,C[C@@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@H]2C)cc1,0
LZFZMUMEGBBDTC-QEJZJMRPSA-N,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0
CAAWJPKOKADKRS-PSWAGMNNSA-N,C[C@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@H]2C)cc1,0
KWEKFTIAFYJSFX-UHFFFAOYSA-N,C[S+](=N)([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
AJRJPORIQGYFMT-IBCCMOFXSA-N,C/C=C1\N(C)[C@H](C)CC1(c1ccccc1)c1ccccc1,0
FXNWFXRQHYRCRA-UHFFFAOYSA-N,Cc1cn2ccn(CC3(c4ccccc4)CC3)c(=O)c2n1,0
FGMUHFCARDYHEJ-UHFFFAOYSA-N,CCCS(=O)(=O)N1CCN(C2(CNC(=O)c3c(F)cccc3F)CCC(F)(F)CC2)CC1,0
YIUDBBNIBASXOU-UHFFFAOYSA-N,CN=[S+](C)([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
WOXKDUGGOYFFRN-IERDGZPVSA-N,CN1CC(=O)N2[C@@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,0
QXPHIRCHQSOMMO-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccc(C(=O)NCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0
BQSSHYNPAGSOBT-LJQANCHMSA-N,O=C(Cn1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F,0
CTQMRUXMUVMMNE-LJQANCHMSA-N,O=C(Cn1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4COP(=O)(O)O)ccc23)cn1)Nc1cccc(F)c1F,0
LUTWDNUXHDYZRA-GOSISDBHSA-O,CCC[NH2+]C[C@@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,0
TXTZEZXQKLQTQX-UHFFFAOYSA-N,COc1cc(F)c2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2c1,0
PVHUJELLJLJGLN-MRXNPFEDSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,0
TUEHKJQZIQLUGP-OAHLLOKOSA-N,O=c1ccc2ncc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0
IHNXTAHQOZPVBI-AWEZNQCLSA-N,COc1ccc2c(=O)n(C[C@H](O)CO)c(C#N)c(-c3ccccc3)c2c1,0
WHWZLSFABNNENI-HNNXBMFYSA-N,NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12,0
IUBSYMUCCVWXPE-AWEZNQCLSA-O,COCCc1ccc(OC[C@@H](O)C[NH2+]C(C)C)cc1,0
INWLQCZOYSRPNW-CYBMUJFWSA-O,Cc1cccc(C)c1NC(=O)[C@H]1CCCC[NH+]1C,0
GPTFURBXHJWNHR-UHFFFAOYSA-O,C[NH+]1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,0
MPSNEAHFGOEKBI-APPZFPTMSA-N,COC(=O)C1=CC[C@@H]2CC[C@@H]1N2C,0
YZTMOTXOTDTVTA-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,0
HUWRENURMKBUNZ-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2c1,0
YCXCLZSLZGBCTA-UHFFFAOYSA-O,Fc1ccc(-n2cc(C3CC[N+]CC3)c3cc(Cl)ccc32)cc1,0
CPZBLNMUGSZIPR-DOTOQJQBSA-O,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1C[NH+]2CCC1CC2,0
SSNWXHCZPMMLPO-DEOSSOPVSA-N,O=c1cnc2ccc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0
QTGIAADRBBLJGA-VIFPVBQESA-O,CCC[NH2+][C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC,0
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0
NVVSPGQEXMJZIR-BMIGLBTASA-O,[NH3+][C@H]1CC(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)=CC[C@@H]1c1cc(F)c(F)cc1F,0
VJVBZXRLYHVXIQ-DEOSSOPVSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0
PWNMXPDKBYZCOO-LLVKDONJSA-N,Cc1oc(=O)oc1C[NH+]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])c2n3[C@@H](C)S2)CC1,0
ICMBSJAYAJYXCA-VYYCAZPPSA-N,COc1ccc2c(c1)c(/C=N/NS(=O)(=O)c1ccc(C)cc1)cn2CC(=O)Nc1ccc(Cl)cc1,0
GVGLGOZIDCSQPN-PVHGPHFFSA-O,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,0
LDXYBEHACFJIEL-HNNXBMFYSA-N,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,0
ZBMZVLHSJCTVON-GFCCVEGCSA-N,CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,0
SUXQDLLXIBLQHW-MRVPVSSYSA-N,C[C@H]1Sc2c(C(=O)[O-])c(=O)c3cc(F)c(N4CC[NH2+]CC4)cc3n21,0
METKIMKYRPQLGS-GFCCVEGCSA-O,CC(C)[NH2+]C[C@@H](O)COc1ccc(CC(N)=O)cc1,0
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0
FAKRSMQSSFJEIM-RQJHMYQMSA-M,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],0
JVLBPIPGETUEET-UGTAXJHQSA-O,C[N@@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0
ZEKZLJVOYLTDKK-SECBINFHSA-N,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+][C@H](C)C3)c(F)c21,0
GVGYEFKIHJTNQZ-YIYPIFLZSA-N,CN1[C@@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0
QIQNNBXHAYSQRY-UYXSQOIJSA-O,COC(=O)[C@H]1[C@@H](O)C[C@@H]2CC[C@H]1[NH+]2C,0
AQIXAKUUQRKLND-UHFFFAOYSA-O,CNC(NCCSCc1[nH]cnc1C)=[NH+]C#N,0
unknown,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(N)=[NH2+])c1,1
unknown,C=C1C[C@]23C[C@H]4[C@H]5[C@]67C[C@@H](OC(C)=O)C[C@@]5(C)C[NH+]4[C@@H]6[C@@]2(O)[C@H](OC(C)=O)[C@H]1[C@@H](O)[C@@H]73,0
unknown,C=CC1CN2CCC1C[C@H]2[C@@](C)(O)c1ccnc2ccc(OC)cc12,1
unknown,CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1ccc(C(=N)N)cc1,1
unknown,CC(=O)NC(=O)C1CCC(c2nc(-c3cccc(Br)c3)c[nH]2)CC1,1
unknown,CC(=O)NC(N)=NN=Cc1c(Cl)cccc1Cl,1
unknown,CC(=O)Nc1ccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,0
unknown,CC(=O)OCOC(=O)CN(CC(=O)[O-])c1ccccc1OCCOc1ccccc1N(CC(=O)[O-])CC(=O)[O-],1
unknown,CC(=O)c1ccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1
unknown,CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1,1
unknown,CC(C)(C)OC(=O)N1CC[C@H]2C[NH+](C[C@H](O)COc3ccc(C#N)cc3)C[C@@H](C1)O2,1
unknown,CC(C)(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F,1
unknown,CC(C)(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F,0
unknown,CC(C)(C)[C@@H](NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1,1
unknown,CC(C)(C)[C@@H]([NH3+])C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1,1
unknown,CC(C)(C)[C@H](O)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1,1
unknown,CC(C)(C[NH+]1CCC(=C2c3ccc(F)cc3COc3ccccc32)CC1)C(=O)[O-],1
unknown,CC(C)(C[NH3+])C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1,1
unknown,CC(C)(NC(=O)c1ccc(O)cc1)C(=O)[O-],0
unknown,CC(C)(O)C1C=CC([C@@H](c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1,1
unknown,CC(C)(O)C1C=CC([C@H](c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1,1
unknown,CC(C)(O)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
unknown,CC(C)CON=CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
unknown,CC(C)C[NH+]1C[C@H]2C[NH+](C(C)C)C[C@@H](C1)C21CCCCC1,0
unknown,CC(C)Oc1cc([C@@H](C2=CCC(=O)N=C2)C2=CNC(C(C)(C)O)C=C2)ccc1OC(F)F,0
unknown,CC(C)Oc1cc([C@@H](C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F,0
unknown,CC(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F,0
unknown,CC(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F,0
unknown,CC(C)Oc1cc([C@H](C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,0
unknown,CC(C)[C@@H]([NH3+])C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1,1
unknown,CC(C)[C@H]([NH3+])C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1,1
unknown,CC(c1ccc(C#N)cc1)N1CC(C(=O)C2CCC[C@H]2C#N)[C@@H](N)C1,1
unknown,CC1=C2[C@H]3OC(=O)[C@H](C)[C@@H]3[C@@H](O)C[C@]2(C)C=CC1=O,0
unknown,CC1=CN2C(N)=C(Cl)C=C(C(=O)NC[C@@H]3CCC[NH+](CC(C)C)C3)[C@@H]2N1,1
unknown,CC1=NC2=[N+](CCC[C@@H]2O)C(=O)[C@H]1CC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,1
unknown,CC1CCCCN1CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
unknown,CC1CCN(c2c(F)c(N)c3c4c2OC[C@H](C)[C@H]4C=C(C(=O)[O-])C3=O)CC1,0
unknown,CCCCCCCCC(=O)NCc1ccc(C[C@H](O)CO)c(OC)c1,1
unknown,CCCC[NH2+]CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,1
unknown,CCCC[NH2+]C[C@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,1
unknown,CCC[NH+]1C[C@H](CSC)C[C@@H]2c3cccc4c3[C@H](C=N4)C[C@H]21,1
unknown,CCC[S@@](=O)CCC[NH+](CC)C[C@H](O)COc1ccc(C#N)cc1,1
unknown,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3cccs3)CC1=O)C2,1
unknown,CCNC(C)CCCNc1nccc(NCc2ccc(Cl)cc2Cl)n1,1
unknown,CCOC(=O)C1CCN(C(=[NH2+])c2ccc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)CC1,1
unknown,CCOC(=O)C1CCN(C(=[NH2+])c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,1
unknown,CCOC(=O)C[C@H]1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1,1
unknown,CCOC(=O)[C@H]1CCCN(C(=[NH2+])c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)C1,1
unknown,CCOC(=O)[C@H]1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=[NH2+])N(C)C)cc1,1
unknown,CCS(=O)(=O)C[NH2+][C@@H]1c2cc(C[NH3+])ccc2OC(C)(C)[C@@H]1O,1
unknown,CC[C@@H](O)C(C[C@@H](C)[NH2+]C)(c1ccccc1)c1ccccc1,1
unknown,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,0
unknown,CC[C@H](O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
unknown,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@](C)(O)[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@@H]2O)[C@@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@]1(C)O,0
unknown,CC[NH+](CC)Cc1ccc2c(c1)CC[C@H](N1CC[NH+](CCc3cc(N)cc(C(F)(F)F)c3)CC1=O)C2,1
unknown,CC[NH+](CC)Cc1ccc2c(c1)CC[C@H](N1CC[NH+](Cc3ccsc3)CC1=O)C2,1
unknown,CCc1c(C)[nH]c2c1/C(=N/OC(=O)Nc1ccccc1)CCC2,0
unknown,CCc1c(C)[nH]c2c1/C(=N/[N-]C(=O)Nc1ccccc1)CCC2,1
unknown,CCc1c2c(n(C)c1CC)CCC/C2=N\OC(=O)Nc1ccccc1,0
unknown,CCc1ccc2c(=O)cc(C(=O)NC3CC[NH+](Cc4ccc5c(c4)OCO5)CC3)oc2c1,1
unknown,CN(C(=O)Cc1ccc(CNS(C)(=O)=O)cc1)[C@H](C[NH+]1CC[C@H](O)C1)c1ccccc1,1
unknown,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1)C1CC[NH2+]CC1,1
unknown,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1)C1CC[NH2+]CC1,1
unknown,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1,0
unknown,CN(C)C(=[NH2+])c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,1
unknown,CN(C)C(=[NH2+])c1ccc(C(=O)Nc2ccc(Sc3ccccc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
unknown,CN(C)CCCn1nc(C2=C(c3cn(-c4ccc5ccncc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
unknown,CN(CCC[NH3+])C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1ccccc1,1
unknown,CN(CCO)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1,1
unknown,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)C[C@@H]2CC(=O)N2CCOCC2)cc1,1
unknown,CN1C[C@@H]2C(CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)[C@H]2C1,1
unknown,CO/N=C1\CN(c2nc3c(cc2F)C(=O)[C@H](C(=O)[O-])CN3C2CC2)CC12C[NH2+]C2,0
unknown,COC(=O)c1[nH]c2cc(F)ccc2c1C1C[NH2+]CC[C@@H]1F,1
unknown,COC(=O)c1ccc([C@@H]2C[C@@H](N(CCC[NH+]3CC[NH+](C)CC3)C(=O)Nc3ccc(F)c(C(F)(F)F)c3)[C@H]3C[C@H]32)cc1,1
unknown,COCCOC#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1,0
unknown,COCCc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,0
unknown,COCc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,0
unknown,CON=CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
unknown,CO[C@@H]1C[C@H](O[C@@H]2[C@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H]([NH+](C)C)[C@@H]3O)[C@@H]2C)O[C@H](C)[C@@H]1O,0
unknown,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@@H]2O5,1
unknown,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CC[NH+]2CCC[C@H]1C2,1
unknown,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)C[NH+](C)C)CC1,1
unknown,COc1cc2c(Oc3ccc4[nH]c(C)c(C)c4c3)ncnc2cc1OCC[NH+]1CC[NH+](CC(C)=O)CC1,1
unknown,COc1cc2c(cc1OC)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(OC)c(OC)cc5CC[NH+]4C)ccc3O)cc1)[NH+](C)CC2,1
unknown,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3[C@@H](Cc3ccccc3)[NH+]1CC2,1
unknown,COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(C)c2cc1OC,0
unknown,COc1cc2oc(C(=O)NC3CC[NH+](Cc4ccc5c(c4)OCO5)CC3)cc(=O)c2cc1F,1
unknown,COc1ccc(C2CC[NH+](CC[C@H]3CCOc4ccccc43)CC2)cc1OC,1
unknown,COc1ccc(CCN(C)CCOc2ccc(NS(C)(=O)=O)cc2[NH3+])cc1OC,1
unknown,COc1ccc(CC[NH2+]CCCNC(=O)c2ccc([N+](=O)[O-])cc2)cc1OC,1
unknown,COc1ccc(C[C@@H]2c3cc(Oc4cc(C[C@@H]5c6cc(OC)c(OC)cc6CC[NH+]5C)ccc4O)c(OC)cc3CC[NH+]2C)cc1,1
unknown,COc1ccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c(F)c1,1
unknown,COc1ccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1
unknown,COc1ccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
unknown,COc1ccc(C[NH2+]C[C@@H](O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,1
unknown,COc1ccc(NC(=O)c2ccc(C(=[NH2+])N(C)C)cc2N2CCCCC2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
unknown,COc1ccc([C@@](C#N)(CCC[NH3+])C(C)C)cc1OC,0
unknown,COc1ccc([C@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)cc1,1
unknown,COc1ccc2c(=O)cc(C(=O)NC3CC[NH+](Cc4ccc5c(c4)OCO5)CC3)oc2c1,1
unknown,COc1ccc2c(=O)n(C[C@@H](O)CO)c(C#N)c(-c3cccc(C(F)(F)F)c3)c2c1,1
unknown,COc1cccc(C[NH+]2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c1,1
unknown,COc1cccc([C@@H]2C[C@@H](N(CCC[NH+]3CC[NH+](C)CC3)C(=O)Nc3ccc(F)c(Cl)c3)[C@H]3C[C@H]32)c1,1
unknown,COc1ccccc1OC[C@@H](O)C[NH+]1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1,1
unknown,CS(=O)(=O)C(c1ccc2c(c1)OCO2)N1CCN(c2ncccn2)CC1,0
unknown,CS(=O)(=O)NC(=NC(=O)c1nc(Cl)c(N)nc1N)Nc1ccccc1,1
unknown,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CC[NH+](CCc3ccc4nonc4c3)CC1)O2,1
unknown,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CC[NH+]([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,1
unknown,C[C@@H](CN1c2ccccc2Sc2ccc(C#N)cc21)C[NH+](C)C,1
unknown,C[C@@H](C[NH+]1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1,0
